2007-06-26, 06:10,21.2,0.1,1,1,1,1,0.9,0.8,0.8,0.8,0.8,0.7,267.6,10.3,242.4,21.5,238.3,21.5,1,0.9
2007-06-26, 06:20,22.1,0.2,1.2,0.6,1,0.7,0.7,0.5,0.6,0.4,0.8,0.5,264.9,17.3,247.4,15.9,233.2,25.6,1.2,0.7
2007-06-26, 06:30,22.8,0,0.7,0.3,0.5,0.2,0.4,0.1,0.4,0.1,0.7,0.3,257.3,10.8,238.3,0,240.9,12.8,0.7,0.4
2007-06-26, 06:40,23.3,0,0.7,0.3,0.5,0.3,0.4,0.2,0.4,0.1,0.7,0.3,234.3,31.8,221.5,31.8,211.8,30.4,0.7,0.4
2007-06-26, 06:50,23.7,0,1.1,0.6,1,0.6,0.7,0.6,0.7,0.5,1,0.5,222.4,37.8,214.1,44.9,220.5,37.8,1.1,0.7
2007-06-26, 07:00,24.2,0.1,0.8,0.5,0.7,0.4,0.5,0.4,0.5,0.4,0.8,0.5,242.4,23.5,229.6,18.1,236.9,19.7,0.8,0.5
2007-06-26, 07:10,24.5,0,1.8,0.6,1.5,0.7,1.2,0.7,1,0.6,1.3,0.6,247.4,20.6,250.6,15.9,248.4,16.6,1.8,1.2
2007-06-26, 07:20,24.7,0,2.4,0.6,2.3,0.6,2,0.7,1.9,0.7,2,0.6,278.7,17.3,275.5,17.3,276.4,26.7,2.4,2
2007-06-26, 07:30,25,0.1,2.2,0.5,2.2,0.6,1.9,0.6,1.8,0.7,1.9,0.5,271.4,16.6,267.6,22.5,269.2,18.9,2.2,1.9
2007-06-26, 07:40,25.3,0,1.9,0.7,1.8,0.7,1.3,0.8,1.3,0.8,1.5,0.6,285.5,24.5,271.2,29.1,275.3,27.9,1.9,1.3
2007-06-26, 07:50,25.4,0,2.2,0.9,2.1,1,1.5,1.1,1.6,1.1,1.7,1.1,305.3,30.4,298.8,33.2,298,30.4,2.2,1.6
2007-06-26, 08:00,25.8,0,3.7,0.8,3.5,0.8,3.3,0.8,3.2,0.8,2.9,0.8,270.8,13.9,266.8,15.2,265.4,21.5,3.7,3.3
2007-06-26, 08:10,26,0,2.6,0.8,2.5,0.8,2,0.9,2,0.9,2,0.8,281.9,22.5,274.7,19.7,277.5,44.9,2.6,2
2007-06-26, 08:20,26.1,0,5,1.5,5,1.7,4,1.8,4,1.8,3.5,1.7,304.7,18.1,297,23.5,294.4,30.4,5,4
2007-06-26, 08:30,26.1,0,4.9,1.2,4.9,1.3,4.1,1.3,4.1,1.3,3.6,1.2,303.1,16.6,297.4,22.5,299.4,26.7,4.9,4.1
2007-06-26, 08:40,26.3,0.2,4.1,1.3,4.1,1.3,3.3,1.5,3.3,1.5,3.1,1.3,300.4,19.7,297.4,23.5,303.3,27.9,4.1,3.3
2007-06-26, 08:50,26.7,0,5,1.1,4.9,1.1,4.1,1.3,4.1,1.2,3.6,1.1,304.7,17.3,296,23.5,299.4,27.9,5,4.1
2007-06-26, 09:00,26.9,0,3.7,1.2,3.7,1.3,3.3,1.2,3.4,1.2,3.3,1,291.8,20.6,283,18.1,282.8,26.7,3.7,3.4
2007-06-26, 09:10,27.2,0,3.6,1.5,3.6,1.5,2.9,1.3,3,1.3,2.8,1.1,316.3,31.8,308.9,31.8,305.7,30.4,3.6,3
2007-06-26, 09:20,27.3,0,4.9,1.3,4.9,1.3,4.1,1.4,4.2,1.4,3.7,1.6,305.9,16.6,296.8,22.5,298.8,27.9,4.9,4.2
2007-06-26, 09:30,27.3,0.1,5.1,1.4,5,1.5,4.4,1.5,4.4,1.5,3.9,1.5,303.5,18.1,301.4,20.6,300,25.6,5.1,4.4
2007-06-26, 09:40,27.6,0.1,3.8,1.2,3.8,1.2,3.4,1.2,3.4,1.2,3.2,1.1,293.6,29.1,285.5,36.2,293.2,43,3.8,3.4
2007-06-26, 09:50,28.2,0,3.6,1.4,3.5,1.5,2.8,1.5,2.8,1.5,2.7,1.4,296.8,30.4,288.4,36.2,287.1,34.6,3.6,2.8
2007-06-26, 10:00,28.3,0,4.6,1.2,4.5,1.3,3.9,1.2,3.8,1.2,3.3,1,281.3,17.3,276.4,22.5,277.7,36.2,4.6,3.9
2007-06-26, 10:10,28.6,0,4.1,0.9,4.1,1,3.8,0.9,3.8,0.9,3.5,0.8,281.7,15.9,276.2,16.6,273.4,19.7,4.1,3.8
2007-06-26, 10:20,28.8,0.1,3.3,1.3,3,1.3,2.7,1.2,2.6,1.2,2.6,1,253.3,43,251.6,29.1,244.4,49,3.3,2.7
2007-06-26, 10:30,29,0,4.8,1.2,4.7,1.3,4.3,1.2,4.2,1.3,3.9,1.2,282.6,16.6,276.8,18.9,273.2,24.5,4.8,4.3
2007-06-26, 10:40,29.4,0.2,4.6,1.2,4.3,1.3,4,1.3,3.8,1.2,3.5,1.2,275.1,17.3,265.8,19.7,260.9,24.5,4.6,4
2007-06-26, 10:50,29.5,0,5.3,1.3,5.1,1.5,4.6,1.6,4.5,1.6,4,1.5,280.7,18.9,273.6,22.5,270.8,26.7,5.3,4.6
2007-06-26, 11:00,30.1,0,4.2,1.5,4.1,1.7,3.4,1.5,3.5,1.5,3,1.3,309.7,26.7,310.1,36.2,308,39.5,4.2,3.5
2007-06-26, 11:10,30.1,0,4.6,1.6,4.5,1.7,3.8,1.7,3.9,1.7,3.5,1.6,313.1,19.7,305.5,22.5,305.1,29.1,4.6,3.9
2007-06-26, 11:20,30.1,0,4.4,1,4.3,1,3.9,1.1,3.9,1.1,3.6,1.1,297.6,21.5,292,22.5,293.2,29.1,4.4,3.9
2007-06-26, 11:30,30.3,0,5.3,1,4.9,1.1,4.6,1.1,4.3,1.2,4,1.2,262.2,18.1,258.7,22.5,256.6,26.7,5.3,4.6
2007-06-26, 11:40,30.2,0,4.5,1.4,4.2,1.4,4,1.5,3.8,1.3,3.5,1.3,267.7,20.6,262.4,22.5,256.9,34.6,4.5,4
2007-06-26, 11:50,30.4,0,4.7,1.3,4.6,1.5,3.9,1.5,3.9,1.5,3.6,1.4,288.8,24.5,286.7,31.8,281.5,31.8,4.7,3.9
2007-06-26, 12:00,30.3,0,4.6,1.3,4.6,1.3,3.9,1.4,4,1.4,3.6,1.3,304.3,18.1,301.6,21.5,303.1,25.6,4.6,4
2007-06-26, 12:10,30.5,0,4.1,1.3,4,1.2,3.5,1.3,3.5,1.2,3.3,1.2,289.6,29.1,284.8,31.8,285.5,34.6,4.1,3.5
2007-06-26, 12:20,30.8,0,4.5,0.8,4.2,1,3.8,1.1,3.6,1.1,3.3,1,273.4,22.5,267.7,25.6,267.6,31.8,4.5,3.8
2007-06-26, 12:30,30.7,0,4.7,1.1,4.5,1.2,4,1.3,3.9,1.4,3.5,1.3,285.1,21.5,274,25.6,275.1,34.6,4.7,4
2007-06-26, 12:40,30.8,0,5,1.2,4.9,1.1,4.5,1.3,4.5,1.2,4,1.2,287.9,19.7,282.5,23.5,280.2,29.1,5,4.5
2007-06-26, 12:50,30.9,0,4.5,1.1,4.3,1.1,4,1.3,3.9,1.2,3.5,1.1,280,21.5,275.3,26.7,269.2,26.7,4.5,4
2007-06-26, 13:00,31,0,5.2,1.3,4.9,1.3,4.7,1.5,4.5,1.4,4,1.5,272.1,22.5,267.6,30.4,264.1,37.8,5.2,4.7
2007-06-26, 13:10,31.2,0,4.1,1.1,4,1.2,3.4,1.2,3.4,1.2,3.1,1.1,282.6,29.1,278.7,29.1,280.7,37.8,4.1,3.4
2007-06-26, 13:20,31.1,0,4.6,2,4.2,1.8,3.9,2,3.8,1.7,3.4,1.6,280.2,34.6,271.6,46.9,256.4,75.6,4.6,3.9
2007-06-26, 13:30,30.8,0,4.7,1.1,4.3,1.1,4.1,1.1,3.8,1,3.5,0.9,260.2,22.5,258.1,23.5,256.2,25.6,4.7,4.1
2007-06-26, 13:40,31.4,0,4.1,1.2,3.9,1.3,3.4,1.3,3.4,1.3,3.1,1.1,296.6,25.6,290.4,30.4,286.7,34.6,4.1,3.4
2007-06-26, 13:50,31.3,0,5.1,1.1,5.1,1.1,4.5,1.1,4.5,1.2,4,1.2,302.9,13.9,298,18.1,300.6,25.6,5.1,4.5
2007-06-26, 14:00,31.1,0,5.3,1.3,5.3,1.3,4.6,1.3,4.7,1.3,4.2,1.3,301,18.1,295.6,21.5,293.2,23.5,5.3,4.7
2007-06-26, 14:10,31.4,0,4.2,1.3,4,1.3,3.6,1.3,3.6,1.3,3.3,1.2,275.1,18.1,271.2,19.7,270.8,24.5,4.2,3.6
2007-06-26, 14:20,31.1,0,4.7,1.1,4.6,1.2,3.9,1.3,3.9,1.3,3.5,1.2,289.8,20.6,286.9,25.6,285.5,26.7,4.7,3.9
2007-06-26, 14:30,31.1,0,5.3,1.3,5,1.4,4.7,1.3,4.5,1.4,4.3,1.3,274,18.1,269.6,18.9,267.6,22.5,5.3,4.7
2007-06-26, 14:40,31.2,0,4.9,1.3,4.7,1.3,4.2,1.4,4.2,1.3,3.8,1.2,282.6,21.5,277,24.5,279.6,37.8,4.9,4.2
2007-06-26, 14:50,31.3,0,4.2,1.6,4,1.7,3.6,1.7,3.6,1.7,3.3,1.5,276.4,29.1,278.3,41.2,261.1,53.4,4.2,3.6
2007-06-26, 15:00,31.6,0,4,1.1,3.6,1.1,3.5,1.3,3.2,1.2,3.1,1.2,257.1,18.9,251.8,22.5,248.7,23.5,4,3.5
2007-06-26, 15:10,31.5,0,5.1,1.2,4.7,1.1,4.2,1.4,4,1.3,3.5,1.3,269.2,21.5,262.5,25.6,260.9,33.2,5.1,4.2
2007-06-26, 15:20,31.4,0,5.1,1.2,5,1.4,4.5,1.3,4.4,1.4,3.9,1.5,277.3,18.1,272.1,24.5,275.3,33.2,5.1,4.5
2007-06-26, 15:30,31.6,0.1,3.5,1.2,3.3,1.2,2.8,1.3,2.7,1.2,2.5,1.2,279.6,20.6,276,26.7,275.1,33.2,3.5,2.8
2007-06-26, 15:40,31.4,0,5,1.2,4.7,1.3,4.4,1.1,4.3,1.2,3.8,1.2,268.7,18.9,263.4,22.5,261.5,25.6,5,4.4
2007-06-26, 15:50,31.5,0,3.2,1.5,3.1,1.6,2.6,1.4,2.6,1.5,2.5,1.2,298,25.6,286.1,31.8,273.8,29.1,3.2,2.6
2007-06-26, 16:00,31.8,0,4.2,1.2,4,1.2,3.6,1.2,3.5,1.2,3.1,1.1,279,24.5,273.1,24.5,270.1,30.4,4.2,3.6
2007-06-26, 16:10,31.3,0,4.3,0.9,4.1,1,3.9,1,3.7,1,3.4,1,268.5,23.5,262.4,25.6,262.2,26.7,4.3,3.9
2007-06-26, 16:20,31.2,0,3.1,1.1,2.9,1.2,2.7,1.2,2.7,1.2,2.5,1.1,277.3,17.3,275.3,21.5,274.4,24.5,3.1,2.7
2007-06-26, 16:30,31.3,0,4.7,1.1,4.3,1.1,4.2,1.2,4.1,1.1,3.6,1,270.3,14.6,265.2,18.9,263.6,18.9,4.7,4.2
2007-06-26, 16:40,30.8,0.1,4.5,0.8,4,0.9,3.8,1,3.6,1,3.3,1.1,256.4,17.3,251.1,19.7,248.5,25.6,4.5,3.8
2007-06-26, 16:50,30.5,0,4.2,0.9,3.6,0.9,3.6,1,3.4,0.9,3.2,1,262.7,12.8,257.3,17.3,253.8,20.6,4.2,3.6
2007-06-26, 17:00,30.2,0,4.4,0.8,3.7,0.9,3.9,0.9,3.5,0.8,3.2,0.8,255,14.6,248.2,15.2,245.7,16.6,4.4,3.9
2007-06-26, 17:10,29.7,0.2,4.2,0.9,3.7,0.9,3.6,1,3.3,0.9,3.1,0.9,261.8,15.2,256.2,17.3,254.2,20.6,4.2,3.6
2007-06-26, 17:20,29,0,4.4,0.9,3.8,0.8,3.9,1,3.7,1,3.2,0.9,260.1,8.7,256.7,11.2,254.8,15.9,4.4,3.9
2007-06-26, 17:30,28.6,0,3.8,1.2,3.4,1.1,3.5,1.3,3.3,1.2,3.1,1.1,263.1,11.7,258.8,15.2,258.5,15.2,3.8,3.5
2007-06-26, 17:40,28.3,0,4,0.6,3.5,0.6,3.5,0.6,3.3,0.6,2.9,0.6,260.8,9,258.3,12.2,254.5,15.2,4,3.5
2007-06-26, 17:50,28,0,4,0.6,3.5,0.7,3.5,0.7,3.3,0.7,3,0.7,261.8,9,258.1,11.7,256.1,15.9,4,3.5
2007-06-26, 18:00,27.7,0,4.1,0.4,4.1,0.4,3.7,0.5,3.7,0.5,3.3,0.7,272.1,6.4,269.2,8.3,268.7,11.7,4.1,3.7
2007-06-26, 18:10,27.4,0,3.6,0.4,3.5,0.4,3.1,0.4,3.1,0.4,2.7,0.5,268.8,5.6,265.8,8.7,265.6,11.2,3.6,3.1
2007-06-26, 18:20,27.2,0,3.6,0.3,3.5,0.3,3.3,0.4,3.3,0.4,2.9,0.4,265.8,3.5,264.1,4.5,263.3,9,3.6,3.3
2007-06-26, 18:30,27,0,3.7,0.3,3.1,0.6,3.3,0.4,3.2,0.4,2.8,0.5,260.1,4.7,257.6,5.9,257.6,8.3,3.7,3.3
2007-06-26, 18:40,26.9,0,3.7,0.4,-988,-988,3.2,0.4,2.7,0.4,2.4,0.4,246.2,4,244,4,244.9,6.1,3.7,3.2
2007-06-26, 18:50,26.7,0,3.7,0.3,3.2,0.5,3.3,0.3,3,0.4,2.6,0.4,242.6,4.7,239.9,5.4,241.7,6.7,3.7,3.3
2007-06-26, 19:00,26.4,0.1,3.5,0.3,3.3,0.4,3.1,0.3,2.7,0.4,2.5,0.3,238.5,2.2,237.4,3.3,239.8,4.7,3.5,3.1
2007-06-26, 19:10,26.1,0,3.4,0.3,3.3,0.3,2.9,0.3,2.8,0.3,2.6,0.4,235.9,1.6,233.8,2.3,236.2,4.5,3.4,2.9
2007-06-26, 19:20,25.8,0,4.3,0.5,4,0.6,3.9,0.4,3.4,0.4,3,0.4,240.9,2.4,238.3,3.8,239.8,5.1,4.3,3.9
2007-06-26, 19:30,25.6,0,4.9,0.2,4.6,0.5,4.3,0.4,3.7,0.4,3.2,0.4,241.9,2.1,240.9,4.9,241.7,8.3,4.9,4.3
2007-06-26, 19:40,25.4,0.1,4.8,0.4,-988,-988,4.2,0.4,3.7,0.5,3.1,0.5,247.4,4.3,245.9,6.1,247.4,10.3,4.8,4.2
2007-06-26, 19:50,25.1,0,5.1,0.3,-988,-988,4.5,0.4,4.2,0.4,3.5,0.5,252.4,2.7,251.2,5.4,254.7,10.8,5.1,4.5
2007-06-26, 20:00,25,0,5.4,0.4,-988,-988,4.7,0.5,4.4,0.5,3.6,0.5,250.9,3.8,250.1,6.1,253.1,11.2,5.4,4.7
2007-06-26, 20:10,25,0,6,0.4,-988,-988,5.2,0.7,4.7,0.7,4,0.7,251.8,5.1,250.1,8.7,251.8,12.8,6,5.2
2007-06-26, 20:20,24.8,0,5.6,0.4,-988,-988,4.8,0.6,4.4,0.6,3.7,0.6,251.4,5.1,249.5,9,249.2,12.2,5.6,4.8
2007-06-26, 20:30,24.6,0,5.6,0.5,4.5,0.7,4.9,0.6,4.4,0.6,3.8,0.6,247.5,3.6,246.5,6.7,249.4,10.8,5.6,4.9
2007-06-26, 20:40,24.6,0,6,0.4,-988,-988,5.2,0.6,4.8,0.7,4.1,0.7,251.8,3.8,250.1,7.3,252.8,12.2,6,5.2
2007-06-26, 20:50,24.3,0,5.6,0.6,-988,-988,4.9,0.6,4.5,0.7,3.9,0.7,255,5.6,253.3,8.7,253.6,13.9,5.6,4.9
2007-06-26, 21:00,24.2,0,5,0.5,3.8,0.6,4.4,0.6,4,0.6,3.4,0.6,251.8,6.1,250.7,8.3,251.4,11.2,5,4.4
2007-06-26, 21:10,24.1,0,5,0.4,4.8,0.5,4.4,0.5,3.9,0.5,3.5,0.5,241.9,4.7,238.5,6.4,239.6,10.3,5,4.4
2007-06-26, 21:20,23.8,0,4.5,0.5,4.1,0.6,4,0.4,3.5,0.5,3.1,0.5,242.6,5.6,241.7,7.6,243,10.8,4.5,4
2007-06-26, 21:30,23.5,0,5.9,0.5,4.4,0.8,5.1,0.6,4.6,0.6,3.9,0.6,250.7,4.9,248.4,8.3,248.9,12.2,5.9,5.1
2007-06-26, 21:40,23.3,0,5.2,0.7,4.1,0.7,4.4,0.8,3.9,0.8,3.5,0.8,254,7.6,249.2,11.2,250.4,13.4,5.2,4.4
2007-06-26, 21:50,23.3,0,5.3,0.6,4.1,0.7,4.7,0.6,4.2,0.7,3.7,0.6,251.8,7,248.4,9.4,249.2,12.2,5.3,4.7
2007-06-26, 22:00,23.2,0.1,6.1,0.7,4.7,0.8,5.2,0.8,4.9,0.8,4.4,0.9,258.3,7.9,255.9,10.3,256.4,13.9,6.1,5.2
2007-06-26, 22:10,23.2,0,6.7,1,6.1,1.1,6,1.1,5.8,1.1,5.2,1.1,264.7,9,261.7,10.8,261.3,15.2,6.7,6
2007-06-26, 22:20,23.1,0,6.7,0.8,6.2,0.9,5.9,1,5.7,1,4.8,1.1,266.7,8.3,263.6,11.2,262.5,15.9,6.7,5.9
2007-06-26, 22:30,23.1,0,6.4,0.9,6.1,1,5.6,1,5.4,1.1,4.7,1,267.9,8.7,264.7,10.8,262.7,21.5,6.4,5.6
2007-06-26, 22:40,23,0,6.7,0.9,6.2,1,6.1,0.9,5.9,1,5,1.1,265.6,8.7,262.2,11.2,262.5,15.9,6.7,6.1
2007-06-26, 22:50,23,0,6.8,0.8,5.6,1,5.9,0.8,5.6,0.9,4.6,1,260.9,7.9,257.8,10.8,256.6,15.2,6.8,5.9
2007-06-26, 23:00,22.9,0,6.6,0.6,-988,-988,5.7,0.8,5.3,1,4.4,1,255.9,5.9,253.3,10.3,254.2,15.2,6.6,5.7
2007-06-26, 23:10,22.7,0,7.8,0.8,-988,-988,6.7,1.1,6.2,1.1,5.4,1.1,257.1,6.7,253.1,10.3,254.2,15.2,7.8,6.7
2007-06-26, 23:20,22.7,0,7.5,1,6.2,1,6.6,1.1,6.2,1.1,5.4,1.2,261.3,8.3,258.7,13.4,257.3,15.2,7.5,6.6
2007-06-26, 23:30,22.8,0,6.9,1,6.4,1.1,6.3,1.1,6.1,1.2,5.4,1.1,266.3,9.4,262.7,13.4,262.4,16.6,6.9,6.3
2007-06-26, 23:40,22.8,0,5.7,1.3,5,1.3,5.2,1.4,4.9,1.5,4.4,1.3,259.4,11.7,253.8,14.6,253.5,16.6,5.7,5.2
2007-06-26, 23:50,22.6,0,5.3,0.8,4.6,0.8,4.8,0.8,4.3,0.8,4,0.8,254.5,11.2,251.2,11.7,250.9,14.6,5.3,4.8
2007-06-27, 00:00,22.4,0,5.4,0.8,4.9,0.8,4.9,0.9,4.8,0.9,4.1,0.9,264.9,9,262,10.3,260.9,13.9,5.4,4.9
2007-06-27, 00:10,22.4,0,5.7,0.8,5.2,0.9,5,0.9,4.8,0.9,4.2,0.9,265.4,8.7,261.5,11.2,261.5,13.9,5.7,5
2007-06-27, 00:20,22.1,0,4.6,0.6,4.6,0.7,4.1,0.8,4.1,0.8,3.6,0.9,273.2,8.7,269.8,11.2,267.9,15.2,4.6,4.1
2007-06-27, 00:30,21.9,0,5.3,0.8,5.1,0.9,4.6,0.8,4.5,0.9,3.9,0.8,269.8,9.9,265.9,12.8,263.8,17.3,5.3,4.6
2007-06-27, 00:40,21.9,0,5.5,1,5.3,1.1,4.7,1.1,4.5,1.2,4,1.2,272,11.7,267.2,13.4,265.9,17.3,5.5,4.7
2007-06-27, 00:50,21.9,0,5.6,0.9,5.4,0.9,4.8,1,4.6,1.1,3.9,1.1,271.8,10.8,267.9,12.8,265.6,17.3,5.6,4.8
2007-06-27, 01:00,21.9,0,5.9,0.9,5.5,1,5.1,1.1,4.9,1.1,4.3,1,268.5,9.4,265.8,13.9,261.8,18.1,5.9,5.1
2007-06-27, 01:10,21.9,0,6,1.1,5.5,1,5.4,1,5.2,1.1,4.4,1.1,267.9,11.2,261.1,12.8,259.7,15.2,6,5.4
2007-06-27, 01:20,21.9,0,6,1,5.8,1.1,5.2,1.2,5,1.2,4.5,1.1,270.7,11.2,265.4,14.6,263.6,18.9,6,5.2
2007-06-27, 01:30,21.9,0,5.2,0.9,4.7,0.9,4.6,0.9,4.3,0.9,3.8,0.8,265.6,11.2,258.5,13.9,256.4,17.3,5.2,4.6
2007-06-27, 01:40,21.6,0,5.8,0.7,5.1,0.8,4.8,0.9,4.5,0.9,4,0.9,263.3,9,259.5,12.2,258,16.6,5.8,4.8
2007-06-27, 01:50,21.6,0,6.2,0.9,5.8,1,5.3,0.9,5.2,1,4.4,1,267.9,8.3,263.6,12.8,263.6,18.1,6.2,5.3
2007-06-27, 02:00,21.4,0,6.4,0.9,5.9,1,5.5,1.1,5.3,1.2,4.5,1,264.9,7.3,261.3,12.8,258.8,16.6,6.4,5.5
2007-06-27, 02:10,21.3,0,6,0.8,5.4,0.9,5.1,0.9,4.8,1,4,1,264.1,6.1,259.2,10.3,258.8,16.6,6,5.1
2007-06-27, 02:20,21.3,0,5.9,0.7,5.6,0.8,4.9,0.8,4.7,1,4,0.8,268.7,7.6,263.3,11.2,263.1,17.3,5.9,4.9
2007-06-27, 02:30,21.1,0,4.9,0.8,4.9,0.8,4.1,0.9,4.1,0.9,3.5,0.9,285,7.6,280.4,11.7,280.6,18.1,4.9,4.1
2007-06-27, 02:40,21,0,3.8,0.5,3.9,0.5,3.2,0.6,3.2,0.6,2.7,0.7,298.2,8.7,294.4,11.2,292.2,16.6,3.9,3.2
2007-06-27, 02:50,21.1,0,3.6,0.5,3.7,0.5,3,0.6,2.9,0.5,2.5,0.6,290,7.3,287.7,9.9,286.5,15.2,3.7,3
2007-06-27, 03:00,21,0,3.2,0.3,3.3,0.3,2.5,0.5,2.4,0.5,2,0.5,289.8,7,287.3,11.2,289,15.9,3.3,2.5
2007-06-27, 03:10,20.8,0,4,0.5,4,0.5,3.5,0.5,3.5,0.5,3.1,0.5,278.5,6.1,275.1,6.7,276.2,11.7,4,3.5
2007-06-27, 03:20,20.7,0,4.3,0.4,4.3,0.5,3.5,0.6,3.4,0.6,2.8,0.6,274.2,5.6,270.1,9,269.2,13.9,4.3,3.5
2007-06-27, 03:30,20.5,0,4.5,0.5,4.5,0.5,3.7,0.6,3.6,0.6,3,0.6,269.9,5.4,266.7,9,268.7,13.4,4.5,3.7
2007-06-27, 03:40,20.3,0,4.9,0.4,4.8,0.4,4,0.6,3.9,0.7,3.3,0.7,269.2,5.4,265.9,11.2,267.9,15.2,4.9,4
2007-06-27, 03:50,20.2,0,4.4,0.5,4.4,0.5,3.7,0.5,3.7,0.5,3.1,0.6,273.6,5.4,269.9,8.7,268.7,12.8,4.4,3.7
2007-06-27, 04:00,20.5,0,3.9,0.4,3.7,0.6,3.2,0.5,3.1,0.5,2.6,0.5,263.6,5.4,260.2,9,260.8,14.6,3.9,3.2
2007-06-27, 04:10,20.5,0,3.8,0.2,3.4,0.4,3.2,0.4,3.1,0.4,2.6,0.5,261.1,3.6,255.5,7,257.4,11.2,3.8,3.2
2007-06-27, 04:20,20.5,0,3.4,0.3,3.3,0.3,2.9,0.4,2.9,0.4,2.4,0.5,263.8,3.3,258.5,5.9,258.1,9.9,3.4,2.9
2007-06-27, 04:30,20.3,0,2.4,0.3,2.5,0.3,2.2,0.3,2.1,0.3,2,0.3,267,5.4,257.8,5.1,254.7,6.4,2.5,2.2
2007-06-27, 04:40,20.2,0,2.6,0.3,2.6,0.3,2.1,0.3,2.1,0.3,1.9,0.3,270.7,4.7,261.8,3.5,255.7,5.9,2.6,2.1
2007-06-27, 04:50,20.2,0,2.5,0.4,2.6,0.4,2,0.3,2,0.3,1.9,0.3,269.8,5.9,260.8,5.1,258.1,6.1,2.6,2
2007-06-27, 05:00,20.3,0,2.5,0.5,2.6,0.5,2.1,0.5,2.1,0.5,1.8,0.5,275.1,8.7,267.7,10.3,264,13.4,2.6,2.1
2007-06-27, 05:10,20.7,0,2.2,0.4,2.3,0.4,1.7,0.5,1.7,0.5,1.5,0.5,276.2,5.9,274.7,5.6,275.8,6.4,2.3,1.7
2007-06-27, 05:20,20.7,0,1.5,0.5,1.7,0.5,1,0.5,1,0.5,1.1,0.4,280.7,6.7,276.4,0.9,278.7,5.6,1.7,1
2007-06-27, 05:30,20.9,0.1,1.2,0.3,1.4,0.3,0.7,0.4,0.7,0.4,1,0.3,294.8,13.9,287.9,9.4,295.2,12.8,1.4,0.7
2007-06-27, 05:40,21.4,0,0.8,0.4,1,0.4,0.4,0.2,0.4,0.2,0.9,0.2,309.9,6.4,300.2,0.1,306.8,9.4,1,0.4
2007-06-27, 05:50,21.7,0,1.2,0.4,1.4,0.4,0.7,0.4,0.7,0.4,1,0.3,300.6,6.1,303.1,9,301.2,7.3,1.4,0.7
2007-06-27, 06:00,21.8,0.1,1.6,0.4,1.7,0.4,0.9,0.4,0.9,0.4,1.1,0.3,296,7,302,9.9,311,12.8,1.7,0.9
2007-06-27, 06:10,22.4,0,2,0.3,2.1,0.3,1.5,0.4,1.4,0.4,1.4,0.4,301.4,7,302.9,9.9,306.6,13.9,2.1,1.5
2007-06-27, 06:20,23.2,0.3,1.6,0.4,1.7,0.4,1,0.4,1,0.4,1.2,0.3,284.6,17.3,289.4,18.1,291.8,15.9,1.7,1
2007-06-27, 06:30,24.1,0.1,0.5,0.3,0.6,0.4,0.4,0,0.4,0,0.5,0.2,263.1,5.9,251.6,1.2,270.1,0.4,0.6,0.4
2007-06-27, 06:40,24.6,0,0.6,0.5,0.6,0.4,0.5,0.3,0.5,0.3,0.5,0.3,264.9,11.2,259,12.2,264.9,9,0.6,0.5
2007-06-27, 06:50,25,0,1,0.5,1,0.6,0.6,0.4,0.6,0.4,0.9,0.5,266.8,10.3,255,9,256.6,11.2,1,0.6
2007-06-27, 07:00,25.3,0,2.2,0.6,2,0.6,1.7,0.7,1.5,0.7,1.6,0.6,262.2,15.9,256.2,18.1,256.1,21.5,2.2,1.7
2007-06-27, 07:10,25.7,0,2.7,0.5,2.5,0.6,2.3,0.6,2.1,0.6,2.1,0.6,260.6,12.8,255.5,14.6,256.6,15.9,2.7,2.3
2007-06-27, 07:20,26.1,0,2.2,0.7,2,0.8,1.8,0.8,1.6,0.8,1.8,0.7,255.2,16.6,254.2,18.1,252.6,19.7,2.2,1.8
2007-06-27, 07:30,26.5,0,2.4,0.6,2,0.6,2.1,0.7,1.7,0.6,1.9,0.5,248.4,12.2,242.1,18.1,239.3,18.9,2.4,2.1
2007-06-27, 07:40,26.9,0,1.3,0.5,1.1,0.6,0.7,0.6,0.7,0.5,1,0.6,249.7,17.3,250.6,12.8,242.6,18.9,1.3,0.7
2007-06-27, 07:50,27.6,0,0.8,0.5,0.8,0.5,0.5,0.4,0.5,0.4,0.9,0.4,222.7,21.5,218.1,9.4,206,18.1,0.8,0.5
2007-06-27, 08:00,27.9,0,1.8,0.6,1.8,0.6,1.5,0.7,1.3,0.7,1.7,0.7,237,23.5,226.1,18.9,225.1,21.5,1.8,1.5
2007-06-27, 08:10,27.9,0,1.3,0.7,1.2,0.7,1,0.7,1,0.6,1.3,0.6,261.1,15.9,255.2,22.5,253.1,30.4,1.3,1
2007-06-27, 08:20,28.3,0.1,1.9,0.7,1.7,0.8,1.5,0.8,1.4,0.7,1.7,0.6,254.7,22.5,246.4,26.7,249.2,26.7,1.9,1.5
2007-06-27, 08:30,28.6,0,1.8,0.6,1.8,0.6,1.5,0.8,1.4,0.7,1.6,0.7,260.1,27.9,258.5,26.7,257.3,31.8,1.8,1.5
2007-06-27, 08:40,29.1,0,1.8,1.2,1.7,1.2,1.3,1.2,1.3,1.2,1.3,1.1,287.7,72.4,264.7,51.2,229.1,86,1.8,1.3
2007-06-27, 08:50,29.3,0,4.2,1.3,4.2,1.3,3.5,1.7,3.5,1.7,3.3,1.5,295.8,13.9,290,15.9,290.8,22.5,4.2,3.5
